Ext_concept_id,LOCAL_CONCEPT_ID,Ext_concept_name,Ext_domain_id,Ext_vocabulary_id,Ext_concept_class_ID,Ext_STANDARD_CONCEPT,Ext_concept_code,Ext_Valid_start_date,Ext_Valid_end_date,Ext_Invalid_reason,Ext_PREDICATE_ID,Ext_CONFIDENCE,Ext_provenance,Ext_subvocabulary_id,,Origin,Date_of_Variable_Modification,Map_to_OMOP,transferred_to_fairhub_REDCap_dataset,Protected_or_open-source,Extension_Needed,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev_Version,,Choices_Calculations_OR_Slider_Labels,Field_Note,PhenX_Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,SRC_CODE_UNIT,SRC_CODE_DESCRIPTION_UNIT,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA_File_Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name
2005200256,2005200256,There is NO place,,AIREADI,,,394777002,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,394777002,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,pxahc4,2389,0,pxahc4_0,There is NO place,,,Health encounter sites (environment),,SNOMED ,,,394777002,0.25,,,10/2,,,,Yes,270101,PX270101040000,Exact,,,,,,,,,,
2005200257,2005200257,There is MORE THAN ONE place,,AIREADI,,,394777002,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,394777002,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,pxahc4,2390,2,pxahc4_2,There is MORE THAN ONE place,,,Health encounter sites (environment),,SNOMED ,,,394777002,0.25,,,10/2,,,,Yes,270101,PX270101040000,Exact,,,,,,,,,,
2005200258,2005200258,A doctor's office or health center,Meas Value,AIREADI,Answer,S,LA26177-8,2024-04-11,2099-12-31,Null,skos:broadMatch,1,LA26177-8,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,pxahc5,2393,1,pxahc5_1,A doctor's office or health center,36309375,,Doctor's office,Meas Value,LOINC,Answer,S,LA26177-8,1,,,10/2,,,,Yes,270101,PX270101050000,Exact,,,,,,,,,,
2005200259,2005200259,"Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store",Meas Value,AIREADI,Answer,S,LA24179-6,2024-04-11,2099-12-31,Null,skos:broadMatch,1,LA24179-6,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,pxahc5,2394,2,pxahc5_2,"Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store",1990187,,Urgent Care Center,Meas Value,LOINC,Answer,S,LA24179-6,1,,,10/2,,,,Yes,270101,PX270101050000,Exact,,,,,,,,,,
2005200260,2005200260,A VA Medical Center or VA outpatient clinic,Meas Value,AIREADI,Answer,S,LA26180-2,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,LA26180-2,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,pxahc5,2396,4,pxahc5_4,A VA Medical Center or VA outpatient clinic,36309555,,Hospital outpatient clinic,Meas Value,LOINC,Answer,S,LA26180-2,0.75,,,10/2,,,,Yes,270101,PX270101050000,Exact,,,,,,,,,,
2005200261,2005200261,Does not go to one place most often,,AIREADI,,,394777002,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,394777002,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,radio,pxahc5,2398,6,pxahc5_6,Does not go to one place most often,,,Health encounter sites (environment),,SNOMED ,,,394777002,0.25,,,10/2,,,,Yes,270101,PX270101050000,Exact,,,,,,,,,,
2005200262,2005200262,1 - 10 times,Meas Value,AIREADI,Answer,S,LA14422-2,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA14422-2,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,dropdown,pxahc6,2402,1,pxahc6_1,1 - 10 times,45876834,,1-10,Meas Value,LOINC,Answer,S,LA14422-2,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,,,,,,,,,,
2005200263,2005200263,11 - 19 times,Meas Value,AIREADI,Answer,S,LA23703-4,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,LA23703-4,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,dropdown,pxahc6,2403,2,pxahc6_2,11 - 19 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.75,,,10/2,,,,Yes,270101,PX270101060100,Modified,,,,,,,,,,
2005200264,2005200264,20 - 29 times,Meas Value,AIREADI,Answer,S,LA23703-4,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA23703-4,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,dropdown,pxahc6,2404,3,pxahc6_3,20 - 29 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,,,,,,,,,,
2005200265,2005200265,30 - 39 times,Meas Value,AIREADI,Answer,S,LA23703-4,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA23703-4,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,dropdown,pxahc6,2405,4,pxahc6_4,30 - 39 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,,,,,,,,,,
2005200266,2005200266,40 - 49 times,Meas Value,AIREADI,Answer,S,LA23703-4,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA23703-4,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,dropdown,pxahc6,2406,5,pxahc6_5,40 - 49 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,,,,,,,,,,
2005200267,2005200267,50 or more times,Meas Value,AIREADI,Answer,S,LA15343-9,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA15343-9,px_sdoh_combined_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_sdoh_combined_survey,dropdown,pxahc6,2407,6,pxahc6_6,50 or more times,45884714,,More than 50,Meas Value,LOINC,Answer,S,LA15343-9,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,,,,,,,,,,
2005200268,2005200268,Does not apply to my neighborhood,Meas Value,AIREADI,Answer,S,LA14452-9,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,LA14452-9,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,radio,pxne4,2523,88,pxne4_88,Does not apply to my neighborhood,45879146,,Does not apply,Meas Value,LOINC,Answer,S,LA14452-9,0.75,,,10/2,,,,Yes,291201,PX291201040000,Exact,,,,,,,,,,
2005200269,2005200269,There are no streets or roads in my neighborhood,Observation,AIREADI,Clinical Finding,S,129685008,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,129685008,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,radio,pxne8,2549,88,pxne8_88,There are no streets or roads in my neighborhood,129685008,,Neighborhood / workplace safety finding,Observation,SNOMED ,Clinical Finding,S,129685008,0.25,,,10/2,,,,Yes,291201,PX291201080000,Exact,,,,,,,,,,
2005200270,2005200270,6 or more,Meas Value,AIREADI,Answer,S,LA14674-8,2024-04-11,2099-12-31,Null,skos:narrowMatch,0.75,LA14674-8,px_neighborhood_environment_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,px_neighborhood_environment_survey,dropdown,pxne11,2565,6,pxne11_6,6 or more,45879188,,6 or more times,Meas Value,LOINC,Answer,S,LA14674-8,0.75,,,10/2,,,,Yes,291201,,Modified,,,,,,,,,,
2005200271,2005200271,5000 miles or less,Procedure,AIREADI,Procedure,S,310859004,2024-04-11,2099-12-31,Null,skos:broadMatch,0,310859004,driving_record,,Original,6/23/2023,Yes,Yes,open-source,Yes,driving_record,radio,dri2,2937,1,dri2_1,5000 miles or less,4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,,,,,,,,,,
2005200272,2005200272,"5001 to 10,000 miles",Procedure,AIREADI,Procedure,S,310859004,2024-04-11,2099-12-31,Null,skos:broadMatch,0,310859004,driving_record,,Original,6/23/2023,Yes,Yes,open-source,Yes,driving_record,radio,dri2,2938,2,dri2_2,"5001 to 10,000 miles",4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,,,,,,,,,,
2005200273,2005200273,"10,001 to 15.000 miles",Procedure,AIREADI,Procedure,S,310859004,2024-04-11,2099-12-31,Null,skos:broadMatch,0,310859004,driving_record,,Original,6/23/2023,Yes,Yes,open-source,Yes,driving_record,radio,dri2,2939,3,dri2_3,"10,001 to 15.000 miles",4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,,,,,,,,,,
2005200274,2005200274,"15,001 to 20,000 miles",Procedure,AIREADI,Procedure,S,310859004,2024-04-11,2099-12-31,Null,skos:broadMatch,0,310859004,driving_record,,Original,6/23/2023,Yes,Yes,open-source,Yes,driving_record,radio,dri2,2940,4,dri2_4,"15,001 to 20,000 miles",4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,,,,,,,,,,
2005200275,2005200275,"More than 20,000 miles",Procedure,AIREADI,Procedure,S,310859004,2024-04-11,2099-12-31,Null,skos:broadMatch,0,310859004,driving_record,,Original,6/23/2023,Yes,Yes,open-source,Yes,driving_record,radio,dri2,2941,5,dri2_5,"More than 20,000 miles",4151655,,Driving assessment,Procedure,SNOMED,Procedure,S,310859004,0,,,10/2,,,,,,,,,,,,,,,,,
2005200276,2005200276,Data downloaded from device?,Meas Value,AIREADI,Clinical Observation,S,82611-5,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,82611-5,device_return,,Original,4/2/2024,Yes,Yes,locked,Yes,device_return,yesno,,1720,dvenvdwnd,,Data downloaded from device?,42528781,,Wearable device external physiologic monitoring panel,Meas Value,LOINC,Clinical Observation,S,82611-5,0.5,,,10/2,,,,No,,,,,,,,,,,,,
2005200277,2005200277,"In a typical week, how often do you engage in vigorous exercise? (Examples: hiking, jogging at 6 mph, shoveling, carrying heavy loads, bicycling fast (14-16 mph), playing basketball, playing soccer, playing tennis, or any activity during which you cannot say more than a few words without taking a breath)",Condition,AIREADI,Clinical Finding,S,408579009,2024-04-11,2099-12-31,Null,skos:broadMatch,0.5,408579009,diabetes_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,diabetes_survey,radio,,1224,dmlvex,,"In a typical week, how often do you engage in vigorous exercise? (Examples: hiking, jogging at 6 mph, shoveling, carrying heavy loads, bicycling fast (14-16 mph), playing basketball, playing soccer, playing tennis, or any activity during which you cannot say more than a few words without taking a breath)",4248672,,Physical activity target strenuous exercise,Condition,SNOMED,Clinical Finding,S,408579009,0.5,,,10/2,,"10, At least 30 minutes daily 3 or more days a week | 5, Less than 30 minutes daily less than 3 days a week | 0, Rarely or none | 777, Prefer not to say",,,,,,,,,,,,,,,
2005200278,2005200278,"How often would you say that you engage in daily home exercise? (Examples: stretching, calisthenics, or yoga)",Observation,AIREADI,Procedure,S,229075007,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,229075007,diabetes_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,diabetes_survey,radio,,1226,dmlhex,,"How often would you say that you engage in daily home exercise? (Examples: stretching, calisthenics, or yoga)",4037807,,Home exercise program,Observation,SNOMED,Procedure,S,229075007,0.75,,,10/2,,"10, Doing daily or almost daily | 5, Irregular; once or twice a week | 0, Rarely or none | 777, Prefer not to say",,,,,,,,,,,,,,,
2005200279,2005200279,Not an Adverse Event,Meas Value,AIREADI,Answer,S,LA7266-5,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,LA7266-5,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,radio,uppdaeot2,3345,999,uppdaeot2_999,Not an Adverse Event,45884383,,Adverse event,Meas Value,LOINC,Answer,S,LA7266-5,0.75,,,10/2,,,,,,,,,,,,,,,,,
2005200280,2005200280,Did not meet Inclusion/Exclusion criteria,Meas Value,AIREADI,Answer,S,LA24349-5,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA24349-5,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,radio,eos_dsdecod,3346,1,eos_dsdecod_1,Did not meet Inclusion/Exclusion criteria,36310644,,Does not meet diagnostic threshold,Meas Value,LOINC,Answer,S,LA24349-5,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200281,2005200281,Withdrawal by Subject,Meas Value,AIREADI,Answer,S,LA30915-5,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA30915-5,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,radio,eos_dsdecod,3348,3,eos_dsdecod_3,Withdrawal by Subject,36662359,,Person refused.,Meas Value,LOINC,Answer,S,LA30915-5,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200282,2005200282,Geographic Inaccessibility,Observation,AIREADI,Context-dependent,S,183928007,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,183928007,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,radio,eos_dsdecod,3349,4,eos_dsdecod_4,Geographic Inaccessibility,4081426,,Residence remote from medical care,Observation,SNOMED,Context-dependent,S,183928007,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200283,2005200283,Currently enrolled in a conflicting study,Observation,AIREADI,Clinical Finding,S,309032007,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,309032007,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,radio,eos_dsdecod,3351,6,eos_dsdecod_6,Currently enrolled in a conflicting study,4204933,,Research administrative status,Observation,SNOMED,Clinical Finding,S,309032007,0.25,,,10/2,,,,,,,,,,,,,,,,,
2005200284,2005200284,Protocol Deviation,Observation,AIREADI,Clinical Finding,S,309032007,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,309032007,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,radio,eos_dsdecod,3354,9,eos_dsdecod_9,Protocol Deviation,4204933,,Research administrative status,Observation,SNOMED,Clinical Finding,S,309032007,0.25,,,10/2,,,,,,,,,,,,,,,,,
2005200285,2005200285,Individual was under age 40,Meas Value,AIREADI,Answer,S,LA31987-3,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,LA31987-3,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,checkbox,eos_dsdecodie,3356,1,eos_dsdecodie_1,Individual was under age 40,1620925,,Under 45 years,Meas Value,LOINC,Answer,S,LA31987-3,0.75,,,10/2,,,,,,,,,,,,,,,,,
2005200286,2005200286,Individual is not needed at this time for recruitment goals,Observation,AIREADI,Clinical Finding,S,444734003,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,444734003,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,checkbox,eos_dsdecodie,3358,3,eos_dsdecodie_3,Individual is not needed at this time for recruitment goals,40480675,,Does not meet eligibility criteria for clinical trial,Observation,SNOMED,Clinical Finding,S,444734003,0.25,,,10/2,,,,,,,,,,,,,,,,,
2005200287,2005200287,Individual had Type 1 Diabetes,Meas Value,AIREADI,Answer,S,LA10551-2,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.75,LA10551-2,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,checkbox,eos_dsdecodie,3359,4,eos_dsdecodie_4,Individual had Type 1 Diabetes,45883360,,Diabetes Type 1,Meas Value,LOINC,Answer,S,LA10551-2,0.75,,,10/2,,,,,,,,,,,,,,,,,
2005200288,2005200288,In Person (Baseline),Observation,AIREADI,Procedure,S,453701000124103,2024-04-11,2099-12-31,Null,skos:closeMatch,0.5,453701000124103,disposition,,Original,4/2/2024,Yes,Yes,locked,Yes,disposition,radio,eos_dsvst,3363,2,eos_dsvst_2,In Person (Baseline),764337,,In-person encounter,Observation,SNOMED,Procedure,S,453701000124103,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200289,2005200289,OptoMed-Disc centered-CFP,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtop_odd,,OptoMed-Disc centered-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200290,2005200290,OptoMed-Mac centered-CFP,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtop_odm,,OptoMed-Mac centered-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200291,2005200291,Eidon-UWF Central-IR,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtei_odir,,Eidon-UWF Central-IR,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200292,2005200292,Eidon-UWF Central-FAF,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtei_odfaf,,Eidon-UWF Central-FAF,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200293,2005200293,Eidon-UWF Central-CFP,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtsm_odc,,Eidon-UWF Central-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200294,2005200294,Eidon-UWF Nasal-CFP,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtsm_odn,,Eidon-UWF Nasal-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200295,2005200295,Eidon-UWF Temporal-CFP,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtsm_odt,,Eidon-UWF Temporal-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200296,2005200296,Eidon- Create Mosaic Image-CFP,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtsm_odm,,Eidon-Create Mosaic Image-CFP,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200297,2005200297,Spec-ONH-RC-HR-OCT,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtso_odo,,Spec-ONH-RC-HR-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200298,2005200298,Spec-PPole Mac-HR-61 lines-OCT,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtso_odp,,Spec-PPole Mac-HR-61 lines-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200299,2005200299,Spec-Mac-20x20-HS-512 lines-OCTA,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtso_odm,,Spec-Mac-20x20-HS-512 lines-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200300,2005200300,Cirrus-Mac Cube-512x128-OCT,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtci_odm1,,Cirrus-Mac Cube-512x128-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200301,2005200301,Cirrus-Disc Cube-200x200-OCT,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtci_odd1,,Cirrus-Disc Cube-200x200-OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200302,2005200302,Cirrus-Macula 6x6-OCTA,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtci_odm2,,Cirrus-Macula 6x6-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200303,2005200303,Cirrus-Disc 6x6-OCTA,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtci_odd2,,Cirrus-Disc 6x6-OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200304,2005200304,FLIO-Mac-HS,Meas Value,AIREADI,Answer,S,LA20770-6,2024-04-11,2099-12-31,Null,skos:relatedMatch,0.5,LA20770-6,retinal_imaging_v2,,Added,9/5/2023,Yes,Yes,open-source,Yes,retinal_imaging_v2,yesno,,,rtfl_od,,FLIO-Mac-HS,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,0.5,,,10/2,,,,,,,,,,,,,,,,,
2005200305,2005200305,"When reflecting on your typical eating habits, which of the following options best describes how often you consume simple sugars?",Procedure,AIREADI,Procedure,S,710848001,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,710848001,diabetes_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,diabetes_survey,radio,,1227,dmlsugar,,"When reflecting on your typical eating habits, which of the following options best describes how often you consume simple sugars?",46272478,,Assessment of eating and drinking behavior,Procedure,SNOMED,Procedure,S,710848001,0.25,,,10/2,,"10, Rarely eat sweets | 5, Occasionally eat sweets | 0, Frequently eat sweets | 777, Prefer not to say",,,,,,,,,,,,,,,
2005200306,2005200306,"In a typical day, how often do you consume whole grains? (Examples: include whole wheat, brown bread, or brown rice).",Procedure,AIREADI,Procedure,S,710848001,2024-04-11,2099-12-31,Null,skos:broadMatch,0.25,710848001,diabetes_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,diabetes_survey,radio,,1228,dmlgrain,,"In a typical day, how often do you consume whole grains? (Examples: include whole wheat, brown bread, or brown rice).",46272478,,Assessment of eating and drinking behavior,Procedure,SNOMED,Procedure,S,710848001,0.25,,,10/2,,"10, Usually eat whole grain | 5, Rarely eat whole grain | 0, Usually eat white bread or white rice | 777, Prefer not to say",,,,,,,,,,,,,,,
2005200307,2005200307,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",Procedure,AIREADI,Procedure,S,398773005,2024-04-11,2099-12-31,Null,skos:broadMatch,0.75,398773005,diabetes_survey,,Original,6/23/2023,Yes,Yes,open-source,Yes,diabetes_survey,radio,,1231,dmledu,,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",4135171,,Diabetes self-monitoring health education,Procedure,SNOMED,Procedure,S,398773005,0.75,,,10/2,,"10, Regularly; at least monthly (dietician, support groups, books, websites, apps) | 5, Occasionally; every 2-3 months | 0, Rarely or none | 777, Prefer not to say",,,,,,,,,,,,,,,
