Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
viaodpsf,bcva,,text,Snellen fraction - Photopic VA - OD,,,integer,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaospsf,bcva,,text,Snellen fraction - Photopic VA - OS,,,integer,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaodplog,bcva,,text,VA Letter Score - Photopic VA - OD,,,integer,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaosplog,bcva,,text,VA Letter Score - Photopic VA - OS,,,integer,,,,[viaocmpyn(999)] = '0',,LV,,,,
photopic_container,bcva,,descriptive,"<div class=""rich-text-field-label""><h6 class=""mt-3""><strong>Photopic VA</strong></h6> <table style=""border-collapse: collapse; width: 100%; height: 54px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 48.5546%; background-color: #cccccc; text-align: center; height: 18px;"" colspan=""2"">Snellen fraction<br /><span style=""font-weight: normal;"">20/___ (enter denominator)</span></td> <td style=""width: 48.232%; background-color: #bbbbbb; text-align: center; height: 18px;"" colspan=""2""><strong>VA Letter Score</strong></td> </tr> <tr style=""height: 18px;""> <td style=""background-color: #ffffff; text-align: left; width: 1.55807%;"">OD</td> <td style=""background-color: #ffffff; width: 48.5546%; text-align: left; height: 18px;"">{viaodpsf:icons}</td> <td style=""background-color: #ffffff; text-align: left; width: 1.55807%;"">OD</td> <td style=""background-color: #ffffff; width: 48.232%; text-align: left; height: 18px;"">ÿ{viaodplog:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""background-color: #ffffff; text-align: left; width: 1.55807%;"">OS</td> <td style=""background-color: #ffffff; width: 48.5546%; text-align: left; height: 18px;"">{viaospsf:icons}</td> <td style=""background-color: #ffffff; text-align: left; width: 1.55807%;"">OS</td> <td style=""background-color: #ffffff; width: 48.232%; text-align: left; height: 18px;"">ÿ{viaosplog:icons}</td> </tr> </tbody> </table></div>",,,,,,,[viaocmpyn(999)] = '0',,,,,,
viaodpscore,bcva,,calc,Photopic LogMAR OD Score,"if([viaocmpyn(999)] = '0',(-0.02 * [viaodplog]) + 1.7,'')",,,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaospscore,bcva,,calc,Photopic LogMAR OS Score,"if([viaocmpyn(999)] = '0',(-0.02 * [viaosplog]) + 1.7,'')",,,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaodmsf,bcva,,text,Snellen fraction - Mesopic VA - OD,,,integer,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaosmsf,bcva,,text,Snellen fraction - Mesopic VA - OS,,,integer,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaodmlog,bcva,,text,LLVA Letter Score - Mesopic VA - OD,,,integer,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaosmlog,bcva,,text,LLVA Letter Score - Mesopic VA - OS,,,integer,,,,[viaocmpyn(999)] = '0',,LV,,,,
mesopic_container,bcva,,descriptive,"<div class=""rich-text-field-label""><h6 class=""mt-3""><strong>Mesopic VA</strong></h6> <table style=""border-collapse: collapse; width: 100%; height: 54px;"" border=""1""> <tbody> <tr style=""height: 18px;""> <td style=""width: 48.5546%; background-color: #cccccc; text-align: center; height: 18px;"" colspan=""2"">Snellen fraction<br /><span style=""font-weight: normal;"">20/___ (enter denominator)</span></td> <td style=""width: 48.232%; background-color: #bbbbbb; text-align: center; height: 18px;"" colspan=""2""><strong>LLVA Letter Score</strong></td> </tr> <tr style=""height: 18px;""> <td style=""background-color: #ffffff; text-align: left; width: 1.55807%;"">OD</td> <td style=""background-color: #ffffff; width: 48.5546%; text-align: left; height: 18px;"">{viaodmsf:icons}</td> <td style=""background-color: #ffffff; text-align: left; width: 1.55807%;"">OD</td> <td style=""background-color: #ffffff; width: 48.232%; text-align: left; height: 18px;"">ÿ{viaodmlog:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""background-color: #ffffff; text-align: left; width: 1.55807%;"">OS</td> <td style=""background-color: #ffffff; width: 48.5546%; text-align: left; height: 18px;"">{viaosmsf:icons}</td> <td style=""background-color: #ffffff; text-align: left; width: 1.55807%;"">OS</td> <td style=""background-color: #ffffff; width: 48.232%; text-align: left; height: 18px;"">ÿ{viaosmlog:icons}</td> </tr> </tbody> </table></div>",,,,,,,[viaocmpyn(999)] = '0',,,,,,
viaodmscore,bcva,,calc,Mesopic LogMAR OD Score,"if([viaocmpyn(999)] = '0',(-0.02 * [viaodmlog]) + 1.7,'')",,,,,,[viaocmpyn(999)] = '0',,LV,,,,
viaosmscore,bcva,,calc,Mesopic LogMAR OS Score,"if([viaocmpyn(999)] = '0',(-0.02 * [viaosmlog]) + 1.7,'')",,,,,,[viaocmpyn(999)] = '0',,LV,,,,
viao_formstatus_inst,bcva,,descriptive,"<div class=""rich-text-field-label""><div class=""alert alert-secondary mt-3"" role=""alert""> <p><i class=""fas fa-info-circle"">ÿ</i> Please change form status from 'Incomplete' to 'Unverified' when all possible data is entered.</p> </div></div>",,,,,,,,,,,,,
rct_notes22,photopic_mars,,descriptive,"<div class=""rich-text-field-label""><h4><span style=""color: #fd0505;"">RCT Notes</span></h4> <ul> <li><span style=""color: #fd0505; font-weight: normal;"">Any requirements for the 3 form log CS fields at the end of the form</span></li> </ul></div>",,,,,,,,,,,,,
plcscmpdat,photopic_mars,,text,Date procedure performed,,,date_mdy,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcscmpyn,photopic_mars,,checkbox,,"999, <em class=""text-danger"">Photopic mars not done</em>",,,,,,,,LV,,,,
plcs_container,photopic_mars,,descriptive,"<div class=""rich-text-field-label""><p>Date phototopic mars performed</p> <p>{plcscmpdat}</p> <p>{plcscmpyn}</p></div>",,,,,,,,,,,,,
plsc_crcid,photopic_mars,,text,Interviewer code,,,,,,,[viaocmpyn(999)] = '0',,LV,,,, @hidden-survey
plcsreasn,photopic_mars,,notes,"If not completed, why? (explain)",,,,,,,[plcscmpyn(999)] = '1',,LV,,,,
plcsodeye,photopic_mars,,radio,OD Form 1 (eye),"L, <strong>Left eye</strong> | R, <strong>Right eye</strong> | B, <strong>Binocular</strong>",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsodeyev_rw1,photopic_mars,,checkbox,OD Form 1: Row 1,"C, <strong style=""font-size:1.2em;"">C</strong> (0.04) | H, <strong style=""font-size:1.2em;"">H</strong> (0.08) | V, <strong style=""font-size:1.2em;"">V</strong> (0.12) | O, <strong style=""font-size:1.2em;"">O</strong> (0.16) | S, <strong style=""font-size:1.2em;"">S</strong> (0.20) | N, <strong style=""font-size:1.2em;"">N</strong> (0.24)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsodeyev_rw2,photopic_mars,,checkbox,OD Form 1: Row 2,"D, <strong style=""font-size:1.2em;"">D</strong> (0.28) | S, <strong style=""font-size:1.2em;"">S</strong> (0.32) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.36) | N, <strong style=""font-size:1.2em;"">N</strong> (0.40) | R, <strong style=""font-size:1.2em;"">R</strong> (0.44) | K, <strong style=""font-size:1.2em;"">K</strong> (0.48)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsodeyev_rw3,photopic_mars,,checkbox,OD Form 1: Row 3,"N, <strong style=""font-size:1.2em;"">N</strong> (0.52) | D, <strong style=""font-size:1.2em;"">D</strong> (0.56) | R, <strong style=""font-size:1.2em;"">R</strong> (0.60) | H, <strong style=""font-size:1.2em;"">H</strong> (0.64) | V, <strong style=""font-size:1.2em;"">V</strong> (0.68) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.72)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsodeyev_rw4,photopic_mars,,checkbox,OD Form 1: Row 4,"C, <strong style=""font-size:1.2em;"">C</strong> (0.76) | S, <strong style=""font-size:1.2em;"">S</strong> (0.80) | O, <strong style=""font-size:1.2em;"">O</strong> (0.84) | N, <strong style=""font-size:1.2em;"">N</strong> (0.88) | K, <strong style=""font-size:1.2em;"">K</strong> (0.92) | H, <strong style=""font-size:1.2em;"">H</strong> (0.96)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsodeyev_rw5,photopic_mars,,checkbox,OD Form 1: Row 5,"K, <strong style=""font-size:1.2em;"">K</strong> (1.00) | N, <strong style=""font-size:1.2em;"">N</strong> (1.04) | V, <strong style=""font-size:1.2em;"">V</strong> (1.08) | D, <strong style=""font-size:1.2em;"">D</strong> (1.12) | S, <strong style=""font-size:1.2em;"">S</strong> (1.16) | R, <strong style=""font-size:1.2em;"">R</strong> (1.20)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsodeyev_rw6,photopic_mars,,checkbox,OD Form 1: Row 6,"Z, <strong style=""font-size:1.2em;"">Z</strong> (1.24) | R, <strong style=""font-size:1.2em;"">R</strong> (1.28) | D, <strong style=""font-size:1.2em;"">D</strong> (1.32) | K, <strong style=""font-size:1.2em;"">K</strong> (1.36) | H, <strong style=""font-size:1.2em;"">H</strong> (1.40) | O, <strong style=""font-size:1.2em;"">O</strong> (1.44)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,[plcscmpyn(999)] = '0'
plcsodeyev_rw7,photopic_mars,,checkbox,OD Form 1: Row 7,"H, <strong style=""font-size:1.2em;"">H</strong> (1.48) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.52) | C, <strong style=""font-size:1.2em;"">C</strong> (1.56) | V, <strong style=""font-size:1.2em;"">V</strong> (1.60) | R, <strong style=""font-size:1.2em;"">R</strong> (1.64) | K, <strong style=""font-size:1.2em;"">K</strong> (1.68)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsodeyev_rw8,photopic_mars,,checkbox,OD Form 1: Row 8,"S, <strong style=""font-size:1.2em;"">S</strong> (1.72) | C, <strong style=""font-size:1.2em;"">C</strong> (1.76) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.80) | D, <strong style=""font-size:1.2em;"">D</strong> (1.84) | V, <strong style=""font-size:1.2em;"">V</strong> (1.88) | O, <strong style=""font-size:1.2em;"">O</strong> (1.92)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
pod_form_container,photopic_mars,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <h5 class=""mt-3""><strong>OD</strong></h5> <table style=""border-collapse: collapse; width: 100%; height: 162px;"" border=""2""> <tbody> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; border-width: 2px; background-color: #ffffff;"">Row</td> <td style=""width: 94.2029%; border-width: 2px; vertical-align: bottom; background-color: #ffffff;""> <table style=""border-collapse: collapse; width: 100.313%; border-style: none;"" border=""0""> <tbody> <tr> <td style=""width: 11.1131%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;""><strong>Form 1</strong></span></td> <td style=""width: 88.8869%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;"">{plcsodeye:icons}</span></td> </tr> </tbody> </table> </td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #ffffff;"">1</td> <td style=""background-color: #ffffff; vertical-align: bottom; width: 94.2029%;"">{plcsodeyev_rw1:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #e6e6e6;"">2</td> <td style=""background-color: #e6e6e6; vertical-align: bottom; width: 94.2029%;"">{plcsodeyev_rw2:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #ffffff;"">3</td> <td style=""background-color: #ffffff; vertical-align: bottom; width: 94.2029%;"">{plcsodeyev_rw3:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #e6e6e6;"">4</td> <td style=""background-color: #e6e6e6; vertical-align: bottom; width: 94.2029%;"">{plcsodeyev_rw4:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #ffffff;"">5</td> <td style=""background-color: #ffffff; vertical-align: bottom; width: 94.2029%;"">{plcsodeyev_rw5:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #e6e6e6;"">6</td> <td style=""background-color: #e6e6e6; vertical-align: bottom; width: 94.2029%;"">{plcsodeyev_rw6:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #ffffff;"">7</td> <td style=""background-color: #ffffff; vertical-align: bottom; width: 94.2029%;"">{plcsodeyev_rw7:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #e6e6e6;"">8</td> <td style=""background-color: #e6e6e6; vertical-align: bottom; width: 94.2029%;"">{plcsodeyev_rw8:icons}</td> </tr> </tbody> </table> </div></div>",,,,,,,[plcscmpyn(999)] = '0',,,,,,
plcsodfcl,photopic_mars,,text,OD: Value of final correct letter,,,number,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcsodmiss,photopic_mars,,text,OD: Number of misses prior to stopping,,,integer,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcsodlog,photopic_mars,,calc,OD: Log Contrast Sensitivity,"if([plcscmpyn(999)] = '0', [plcsodfcl] - ([plcsodmiss] * 0.04), '')",,,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcsoseye,photopic_mars,,radio,OS Form 2 (eye),"L, <strong>Left eye</strong> | R, <strong>Right eye</strong> | B, <strong>Binocular</strong>",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoseyev_rw1,photopic_mars,,checkbox,OS Form 2: Row 1,"C, <strong style=""font-size:1.2em;"">C</strong> (0.04) | H, <strong style=""font-size:1.2em;"">H</strong> (0.08) | V, <strong style=""font-size:1.2em;"">V</strong> (0.12) | O, <strong style=""font-size:1.2em;"">O</strong> (0.16) | S, <strong style=""font-size:1.2em;"">S</strong> (0.20) | N, <strong style=""font-size:1.2em;"">N</strong> (0.24)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoseyev_rw2,photopic_mars,,checkbox,OS Form 2: Row 2,"D, <strong style=""font-size:1.2em;"">D</strong> (0.28) | S, <strong style=""font-size:1.2em;"">S</strong> (0.32) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.36) | N, <strong style=""font-size:1.2em;"">N</strong> (0.40) | R, <strong style=""font-size:1.2em;"">R</strong> (0.44) | K, <strong style=""font-size:1.2em;"">K</strong> (0.48)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoseyev_rw3,photopic_mars,,checkbox,OS Form 2: Row 3,"N, <strong style=""font-size:1.2em;"">N</strong> (0.52) | D, <strong style=""font-size:1.2em;"">D</strong> (0.56) | R, <strong style=""font-size:1.2em;"">R</strong> (0.60) | H, <strong style=""font-size:1.2em;"">H</strong> (0.64) | V, <strong style=""font-size:1.2em;"">V</strong> (0.68) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.72)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoseyev_rw4,photopic_mars,,checkbox,OS Form 2: Row 4,"C, <strong style=""font-size:1.2em;"">C</strong> (0.76) | S, <strong style=""font-size:1.2em;"">S</strong> (0.80) | O, <strong style=""font-size:1.2em;"">O</strong> (0.84) | N, <strong style=""font-size:1.2em;"">N</strong> (0.88) | K, <strong style=""font-size:1.2em;"">K</strong> (0.92) | H, <strong style=""font-size:1.2em;"">H</strong> (0.96)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoseyev_rw5,photopic_mars,,checkbox,OS Form 2: Row 5,"K, <strong style=""font-size:1.2em;"">K</strong> (1.00) | N, <strong style=""font-size:1.2em;"">N</strong> (1.04) | V, <strong style=""font-size:1.2em;"">V</strong> (1.08) | D, <strong style=""font-size:1.2em;"">D</strong> (1.12) | S, <strong style=""font-size:1.2em;"">S</strong> (1.16) | R, <strong style=""font-size:1.2em;"">R</strong> (1.20)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoseyev_rw6,photopic_mars,,checkbox,OS Form 2: Row 6,"Z, <strong style=""font-size:1.2em;"">Z</strong> (1.24) | R, <strong style=""font-size:1.2em;"">R</strong> (1.28) | D, <strong style=""font-size:1.2em;"">D</strong> (1.32) | K, <strong style=""font-size:1.2em;"">K</strong> (1.36) | H, <strong style=""font-size:1.2em;"">H</strong> (1.40) | O, <strong style=""font-size:1.2em;"">O</strong> (1.44)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoseyev_rw7,photopic_mars,,checkbox,OS Form 2: Row 7,"H, <strong style=""font-size:1.2em;"">H</strong> (1.48) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.52) | C, <strong style=""font-size:1.2em;"">C</strong> (1.56) | V, <strong style=""font-size:1.2em;"">V</strong> (1.60) | R, <strong style=""font-size:1.2em;"">R</strong> (1.64) | K, <strong style=""font-size:1.2em;"">K</strong> (1.68)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoseyev_rw8,photopic_mars,,checkbox,OS Form 2: Row 8,"S, <strong style=""font-size:1.2em;"">S</strong> (1.72) | C, <strong style=""font-size:1.2em;"">C</strong> (1.76) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.80) | D, <strong style=""font-size:1.2em;"">D</strong> (1.84) | V, <strong style=""font-size:1.2em;"">V</strong> (1.88) | O, <strong style=""font-size:1.2em;"">O</strong> (1.92)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
pos_form_container,photopic_mars,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <h5 class=""mt-3""><strong>OSÿ</strong></h5> <table style=""border-collapse: collapse; width: 100%; height: 162px;"" border=""2""> <tbody> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; border-width: 2px; background-color: #ffffff;"">Row</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom; border-width: 2px;""> <table style=""border-collapse: collapse; width: 100.313%; border-style: none;"" border=""0""> <tbody> <tr> <td style=""width: 11.1131%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;""><strong>Form 2</strong></span></td> <td style=""width: 88.8869%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;"">{plcsoseye:icons}</span></td> </tr> </tbody> </table> </td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #ffffff;"">1</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{plcsoseyev_rw1:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #e6e6e6;"">2</td> <td style=""width: 94.0618%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{plcsoseyev_rw2:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #ffffff;"">3</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{plcsoseyev_rw3:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #e6e6e6;"">4</td> <td style=""width: 94.0618%; height: 18px; background-color: #e6e6e6; ; vertical-align: bottom;"">{plcsoseyev_rw4:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #ffffff;"">5</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{plcsoseyev_rw5:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #e6e6e6;"">6</td> <td style=""width: 94.0618%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{plcsoseyev_rw6:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #ffffff;"">7</td> <td style=""width: 94.0618%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{plcsoseyev_rw7:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.93824%; height: 18px; background-color: #e6e6e6;"">8</td> <td style=""width: 94.0618%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{plcsoseyev_rw8:icons}</td> </tr> </tbody> </table> </div></div>",,,,,,,[plcscmpyn(999)] = '0',,,,,,
plcsosfcl,photopic_mars,,text,OS: Value of final correct letter,,,number,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcsosmiss,photopic_mars,,text,OS: Number of misses prior to stopping,,,integer,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcsoslog,photopic_mars,,calc,OS: Log Contrast Sensitivity,"if([plcscmpyn(999)] = '0', [plcsosfcl] - ([plcsosmiss] * 0.04), '')",,,,,,[plcscmpyn(999)] = '0',,LV,,,,
plcsoueye,photopic_mars,,checkbox,OU Form 3 (eye),"L, <strong>Left eye</strong> | R, <strong>Right eye</strong> | B, <strong>Binocular</strong>",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoueyev_rw1,photopic_mars,,checkbox,OU Form 3: Row 1,"C, <strong style=""font-size:1.2em;"">C</strong> (0.04) | H, <strong style=""font-size:1.2em;"">H</strong> (0.08) | V, <strong style=""font-size:1.2em;"">V</strong> (0.12) | O, <strong style=""font-size:1.2em;"">O</strong> (0.16) | S, <strong style=""font-size:1.2em;"">S</strong> (0.20) | N, <strong style=""font-size:1.2em;"">N</strong> (0.24)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoueyev_rw2,photopic_mars,,checkbox,OU Form 3: Row 2,"D, <strong style=""font-size:1.2em;"">D</strong> (0.28) | S, <strong style=""font-size:1.2em;"">S</strong> (0.32) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.36) | N, <strong style=""font-size:1.2em;"">N</strong> (0.40) | R, <strong style=""font-size:1.2em;"">R</strong> (0.44) | K, <strong style=""font-size:1.2em;"">K</strong> (0.48)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoueyev_rw3,photopic_mars,,checkbox,OU Form 3: Row 3,"N, <strong style=""font-size:1.2em;"">N</strong> (0.52) | D, <strong style=""font-size:1.2em;"">D</strong> (0.56) | R, <strong style=""font-size:1.2em;"">R</strong> (0.60) | H, <strong style=""font-size:1.2em;"">H</strong> (0.64) | V, <strong style=""font-size:1.2em;"">V</strong> (0.68) | Z, <strong style=""font-size:1.2em;"">Z</strong> (0.72)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoueyev_rw4,photopic_mars,,checkbox,OU Form 3: Row 4,"C, <strong style=""font-size:1.2em;"">C</strong> (0.76) | S, <strong style=""font-size:1.2em;"">S</strong> (0.80) | O, <strong style=""font-size:1.2em;"">O</strong> (0.84) | N, <strong style=""font-size:1.2em;"">N</strong> (0.88) | K, <strong style=""font-size:1.2em;"">K</strong> (0.92) | H, <strong style=""font-size:1.2em;"">H</strong> (0.96)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoueyev_rw5,photopic_mars,,checkbox,OU Form 3: Row 5,"K, <strong style=""font-size:1.2em;"">K</strong> (1.00) | N, <strong style=""font-size:1.2em;"">N</strong> (1.04) | V, <strong style=""font-size:1.2em;"">V</strong> (1.08) | D, <strong style=""font-size:1.2em;"">D</strong> (1.12) | S, <strong style=""font-size:1.2em;"">S</strong> (1.16) | R, <strong style=""font-size:1.2em;"">R</strong> (1.20)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoueyev_rw6,photopic_mars,,checkbox,OU Form 3: Row 6,"Z, <strong style=""font-size:1.2em;"">Z</strong> (1.24) | R, <strong style=""font-size:1.2em;"">R</strong> (1.28) | D, <strong style=""font-size:1.2em;"">D</strong> (1.32) | K, <strong style=""font-size:1.2em;"">K</strong> (1.36) | H, <strong style=""font-size:1.2em;"">H</strong> (1.40) | O, <strong style=""font-size:1.2em;"">O</strong> (1.44)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoueyev_rw7,photopic_mars,,checkbox,OU Form 3: Row 7,"H, <strong style=""font-size:1.2em;"">H</strong> (1.48) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.52) | C, <strong style=""font-size:1.2em;"">C</strong> (1.56) | V, <strong style=""font-size:1.2em;"">V</strong> (1.60) | R, <strong style=""font-size:1.2em;"">R</strong> (1.64) | K, <strong style=""font-size:1.2em;"">K</strong> (1.68)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
plcsoueyev_rw8,photopic_mars,,checkbox,OU Form 3: Row 8,"S, <strong style=""font-size:1.2em;"">S</strong> (1.72) | C, <strong style=""font-size:1.2em;"">C</strong> (1.76) | Z, <strong style=""font-size:1.2em;"">Z</strong> (1.80) | D, <strong style=""font-size:1.2em;"">D</strong> (1.84) | V, <strong style=""font-size:1.2em;"">V</strong> (1.88) | O, <strong style=""font-size:1.2em;"">O</strong> (1.92)",,,,,,[plcscmpyn(999)] = '0',,LH,,,,
pou_form_container,photopic_mars,,descriptive,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <h5 class=""mt-3""><strong>OU</strong></h5> <table style=""border-collapse: collapse; width: 100%; height: 162px;"" border=""2""> <tbody> <tr> <td style=""width: 5.7971%; border-width: 2px; background-color: #ffffff;"">Row</td> <td style=""width: 94.2029%; background-color: #ffffff; vertical-align: bottom; border-width: 2px;""> <table style=""border-collapse: collapse; width: 100.313%; border-style: none;"" border=""0""> <tbody> <tr> <td style=""width: 11.1131%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;""><strong>Form 3</strong></span></td> <td style=""width: 88.8869%; background-color: #ffffff; vertical-align: middle;""><span style=""font-size: 1.3em;"">{plcsoueye:icons}</span></td> </tr> </tbody> </table> </td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #ffffff;"">1</td> <td style=""width: 94.2029%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{plcsoueyev_rw1:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #e6e6e6;"">2</td> <td style=""width: 94.2029%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{plcsoueyev_rw2:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #ffffff;"">3</td> <td style=""width: 94.2029%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{plcsoueyev_rw3:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #e6e6e6;"">4</td> <td style=""width: 94.2029%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{plcsoueyev_rw4:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #ffffff;"">5</td> <td style=""width: 94.2029%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{plcsoueyev_rw5:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #e6e6e6;"">6</td> <td style=""width: 94.2029%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{plcsoueyev_rw6:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #ffffff;"">7</td> <td style=""width: 94.2029%; height: 18px; background-color: #ffffff; vertical-align: bottom;"">{plcsoueyev_rw7:icons}</td> </tr> <tr style=""height: 18px;""> <td style=""width: 5.7971%; height: 18px; background-color: #e6e6e6;"">8</td> <td style=""width: 94.2029%; height: 18px; background-color: #e6e6e6; vertical-align: bottom;"">{plcsoueyev_rw8:icons}</td> </tr> </tbody> </table> </div></div>",,,,,,,[plcscmpyn(999)] = '0',,,,,,
