Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,temp_Question_or_Answer,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd9,2653,Answer,1,pxrd9_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd9,2654,Answer,6,pxrd9_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd9,2655,Answer,777,pxrd9_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd10,2656,Answer,1,pxrd10_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd10,2657,Answer,2,pxrd10_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd10,2658,Answer,3,pxrd10_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd10,2659,Answer,4,pxrd10_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd10,2660,Answer,5,pxrd10_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd10,2661,Answer,6,pxrd10_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd10,2662,Answer,777,pxrd10_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd11,2663,Answer,1,pxrd11_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd11,2664,Answer,2,pxrd11_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd11,2665,Answer,3,pxrd11_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd11,2666,Answer,4,pxrd11_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd11,2667,Answer,5,pxrd11_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd11,2668,Answer,6,pxrd11_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd11,2669,Answer,777,pxrd11_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd12,2670,Answer,1,pxrd12_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd12,2671,Answer,6,pxrd12_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd12,2672,Answer,777,pxrd12_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd13,2673,Answer,1,pxrd13_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd13,2674,Answer,2,pxrd13_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd13,2675,Answer,3,pxrd13_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd13,2676,Answer,4,pxrd13_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd13,2677,Answer,5,pxrd13_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd13,2678,Answer,6,pxrd13_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd13,2679,Answer,777,pxrd13_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd14,2680,Answer,1,pxrd14_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd14,2681,Answer,2,pxrd14_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd14,2682,Answer,3,pxrd14_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd14,2683,Answer,4,pxrd14_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd14,2684,Answer,5,pxrd14_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd14,2685,Answer,6,pxrd14_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd14,2686,Answer,777,pxrd14_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd15,2687,Answer,1,pxrd15_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd15,2688,Answer,6,pxrd15_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd15,2689,Answer,777,pxrd15_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd16,2690,Answer,1,pxrd16_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd16,2691,Answer,2,pxrd16_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd16,2692,Answer,3,pxrd16_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd16,2693,Answer,4,pxrd16_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd16,2694,Answer,5,pxrd16_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd16,2695,Answer,6,pxrd16_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd16,2696,Answer,777,pxrd16_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd17,2697,Answer,1,pxrd17_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd17,2698,Answer,2,pxrd17_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd17,2699,Answer,3,pxrd17_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd17,2700,Answer,4,pxrd17_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd17,2701,Answer,5,pxrd17_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd17,2702,Answer,6,pxrd17_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd17,2703,Answer,777,pxrd17_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd18,2704,Answer,1,pxrd18_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd18,2705,Answer,6,pxrd18_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd18,2706,Answer,777,pxrd18_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd19,2707,Answer,1,pxrd19_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd19,2708,Answer,2,pxrd19_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd19,2709,Answer,3,pxrd19_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd19,2710,Answer,4,pxrd19_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd19,2711,Answer,5,pxrd19_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd19,2712,Answer,6,pxrd19_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd19,2713,Answer,777,pxrd19_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd20,2714,Answer,1,pxrd20_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd20,2715,Answer,2,pxrd20_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd20,2716,Answer,3,pxrd20_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd20,2717,Answer,4,pxrd20_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd20,2718,Answer,5,pxrd20_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd20,2719,Answer,6,pxrd20_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd20,2720,Answer,777,pxrd20_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd21,2721,Answer,1,pxrd21_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd21,2722,Answer,6,pxrd21_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd21,2723,Answer,777,pxrd21_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd22,2724,Answer,1,pxrd22_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd22,2725,Answer,2,pxrd22_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd22,2726,Answer,3,pxrd22_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd22,2727,Answer,4,pxrd22_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd22,2728,Answer,5,pxrd22_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd22,2729,Answer,6,pxrd22_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd22,2730,Answer,777,pxrd22_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd23,2731,Answer,1,pxrd23_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd23,2732,Answer,2,pxrd23_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd23,2733,Answer,3,pxrd23_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd23,2734,Answer,4,pxrd23_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd23,2735,Answer,5,pxrd23_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd23,2736,Answer,6,pxrd23_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd23,2737,Answer,777,pxrd23_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd24,2738,Answer,1,pxrd24_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd24,2739,Answer,6,pxrd24_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd24,2740,Answer,777,pxrd24_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd25,2741,Answer,1,pxrd25_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd25,2742,Answer,2,pxrd25_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd25,2743,Answer,3,pxrd25_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd25,2744,Answer,4,pxrd25_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd25,2745,Answer,5,pxrd25_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd25,2746,Answer,6,pxrd25_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd25,2747,Answer,777,pxrd25_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd26,2748,Answer,1,pxrd26_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd26,2749,Answer,2,pxrd26_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd26,2750,Answer,3,pxrd26_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd26,2751,Answer,4,pxrd26_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd26,2752,Answer,5,pxrd26_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd26,2753,Answer,6,pxrd26_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd26,2754,Answer,777,pxrd26_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd27,2755,Answer,1,pxrd27_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd27,2756,Answer,6,pxrd27_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd27,2757,Answer,777,pxrd27_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd28,2758,Answer,1,pxrd28_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd28,2759,Answer,2,pxrd28_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd28,2760,Answer,3,pxrd28_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd28,2761,Answer,4,pxrd28_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd28,2762,Answer,5,pxrd28_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd28,2763,Answer,6,pxrd28_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd28,2764,Answer,777,pxrd28_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd29,2765,Answer,1,pxrd29_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd29,2766,Answer,2,pxrd29_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd29,2767,Answer,3,pxrd29_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd29,2768,Answer,4,pxrd29_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd29,2769,Answer,5,pxrd29_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd29,2770,Answer,6,pxrd29_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd29,2771,Answer,777,pxrd29_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd30,2772,Answer,1,pxrd30_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd30,2773,Answer,6,pxrd30_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd30,2774,Answer,777,pxrd30_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd31,2775,Answer,1,pxrd31_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd31,2776,Answer,2,pxrd31_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd31,2777,Answer,3,pxrd31_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,
Yes,open-source,px_racial_ethnic_discrimination_survey,radio,pxrd31,2778,Answer,4,pxrd31_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,
