Map_to_OMOP,Protected_or_open-source,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,qualifier_concept_id,qualifier_source_value,NOTES
Yes,open-source,health_survey,radio,mhoccur_cns,1933,777,mhoccur_cns_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ra,1934,1,mhoccur_ra_1,Yes,4291025,,Arthritis,Condition,SNOMED,Disorder,S,3723001,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ra,1935,0,mhoccur_ra_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ra,1936,777,mhoccur_ra_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_oa,1937,1,mhoccur_oa_1,Yes,80502,,Osteoporosis,Condition,SNOMED,Disorder,S,64859006,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_oa,1938,0,mhoccur_oa_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_oa,1939,777,mhoccur_oa_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ca,1941,0,mhoccur_ca_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ca,1942,777,mhoccur_ca_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_plm,1943,1,mhoccur_plm_1,Yes,4186898,,Chronic lung disease,Condition,SNOMED,Disorder,S,413839001,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_plm,1944,0,mhoccur_plm_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_plm,1945,777,mhoccur_plm_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_gi,1946,1,mhoccur_gi_1,Yes,192731,,Digestive symptom,Condition,SNOMED,Clinical Finding,S,308925008,skos:closeMatch,0.75,,,,
Yes,open-source,health_survey,radio,mhoccur_gi,1947,0,mhoccur_gi_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_gi,1948,777,mhoccur_gi_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ua,1950,0,mhoccur_ua_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ua,1951,777,mhoccur_ua_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rnl,1953,0,mhoccur_rnl_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rnl,1954,777,mhoccur_rnl_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ear,1956,0,mhoccur_ear_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ear,1957,777,mhoccur_ear_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_obs,1959,0,mhoccur_obs_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_obs,1960,777,mhoccur_obs_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2pt,1962,0,fh_dm2pt_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2pt,1963,555,fh_dm2pt_555,Unknown,45877986,,Unknown,Meas Value,LOINC,Answer,S,LA4489-6,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2pt,1964,777,fh_dm2pt_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,checkbox,fh_dm2ptsp,1965,1,fh_dm2ptsp_1,Mother,45883183,,Mother,Meas Value,LOINC,Answer,S,LA10417-6,skos:exactMatch,1,,,,
Yes,open-source,health_survey,checkbox,fh_dm2ptsp,1966,2,fh_dm2ptsp_2,Father,45883182,,Father,Meas Value,LOINC,Answer,S,LA10416-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2sb,1968,0,fh_dm2sb_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2sb,1969,555,fh_dm2sb_555,Unknown,45877986,,Unknown,Meas Value,LOINC,Answer,S,LA4489-6,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,fh_dm2sb,1970,777,fh_dm2sb_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,checkbox,fh_dm2sbsp,1971,1,fh_dm2sbsp_1,Sister,45883436,,Sister,Meas Value,LOINC,Answer,S,LA10418-4,skos:exactMatch,1,,,,
Yes,open-source,health_survey,checkbox,fh_dm2sbsp,1972,2,fh_dm2sbsp_2,Brother,45883765,,Brother,Meas Value,LOINC,Answer,S,LA10415-0,skos:exactMatch,1,,,,
Yes,open-source,health_survey,checkbox,fh_dm2sbsp,1973,3,fh_dm2sbsp_3,Half-Sister,45882597,,Half-sister,Meas Value,LOINC,Answer,S,LA10409-3,skos:exactMatch,1,,,,
Yes,open-source,health_survey,checkbox,fh_dm2sbsp,1974,4,fh_dm2sbsp_4,Half-Brother,45877612,,Half-brother,Meas Value,LOINC,Answer,S,LA10408-5,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_glc,1976,0,mhoccur_glc_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_glc,1977,777,mhoccur_glc_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_amd,1979,0,mhoccur_amd_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_amd,1980,777,mhoccur_amd_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_crt,1982,0,mhoccur_crt_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_crt,1983,777,mhoccur_crt_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pdr,1985,0,mhoccur_pdr_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_pdr,1986,777,mhoccur_pdr_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rvo,1988,0,mhoccur_rvo_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_rvo,1989,777,mhoccur_rvo_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ded,1991,0,mhoccur_ded_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_ded,1992,777,mhoccur_ded_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_yn,1994,0,mhoccur_yn_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_yn,1995,777,mhoccur_yn_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_fall,1997,0,mhoccur_fall_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,health_survey,radio,mhoccur_fall,1998,777,mhoccur_fall_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,susmkncf,2000,0,susmkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,susmkncf,2001,777,susmkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkstaage,2002,98,susmkstaage_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkstaage,2003,999,susmkstaage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,susmkcdur,2004,1,susmkcdur_1,Yes,40766945,,Current smoker,Observation,LOINC,Clinical Observation,S,64234-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,susmkcdur,2005,0,susmkcdur_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,susmkcdur,2006,777,susmkcdur_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkstoage,2007,98,susmkstoage_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkstoage,2008,999,susmkstoage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkdosfr,2009,21,susmkdosfr_21,21-30 (up to 1.5 packs),45881687,,21-30 (2 points),Meas Value,LOINC,Answer,S,LA15914-7,skos:closeMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkdosfr,2010,31,susmkdosfr_31,31-40 (up to 2 packs),45884478,,31 or more (3 points),Meas Value,LOINC,Answer,S,LA15915-4,skos:closeMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,susmkdosfr,2013,999,susmkdosfr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualckncf,2014,1,sualckncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualckncf,2015,0,sualckncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualckncf,2016,777,sualckncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sualcage,2017,98,sualcage_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sualcage,2018,999,sualcage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suvptoyr,2019,98,suvptoyr_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suvptoyr,2020,999,suvptoyr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,subrkncf,2021,1,subrkncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,subrkncf,2022,0,subrkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,subrkncf,2023,777,subrkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,subrdosfr,2024,0,subrdosfr_0,Less than 1,45882032,,Less than 1 drink a week,Meas Value,LOINC,Answer,S,LA14683-9,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,subrdosfr,2028,999,subrdosfr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,suwnkncf,2029,1,suwnkncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,suwnkncf,2030,0,suwnkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,suwnkncf,2031,777,suwnkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suwndosfr,2032,0,suwndosfr_0,Less than 1,45882032,,Less than 1 drink a week,Meas Value,LOINC,Answer,S,LA14683-9,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suwndosfr,2037,777,suwndosfr_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sulqkncf,2038,1,sulqkncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sulqkncf,2039,0,sulqkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sulqkncf,2040,777,sulqkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sulqdosfr,2041,0,sulqdosfr_0,Less than 1,45882032,,Less than 1 drink a week,Meas Value,LOINC,Answer,S,LA14683-9,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sulqdosfr,2045,777,sulqdosfr_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualcdrv,2046,0,sualcdrv_0,Never,45876662,,Never,Meas Value,LOINC,Answer,S,LA6270-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualcdrv,2047,1,sualcdrv_1,Rarely,45876672,,Rarely,Meas Value,LOINC,Answer,S,LA10066-1,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualcdrv,2048,2,sualcdrv_2,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,S,LA10082-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualcdrv,2049,3,sualcdrv_3,Often,45884455,,Often,Meas Value,LOINC,Answer,S,LA10044-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualcdrv,2050,4,sualcdrv_4,Always,45882536,,Always,Meas Value,LOINC,Answer,S,LA9933-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sualcdrv,2051,777,sualcdrv_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,suvpkncf1,2052,1,suvpkncf1_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,suvpkncf1,2053,0,suvpkncf1_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,suvpkncf1,2054,777,suvpkncf1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suvpstage,2055,98,suvpstage_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suvpstage,2056,999,suvpstage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,suvpcdur,2058,0,suvpcdur_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,suvpcdur,2059,777,suvpcdur_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suvptoage,2061,999,suvptoage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,suvpdosfr,2062,999,suvpdosfr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sumrjkncf,2063,1,sumrjkncf_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sumrjkncf,2064,0,sumrjkncf_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sumrjkncf,2065,777,sumrjkncf_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sumrjstage,2066,98,sumrjstage_98,More than 60 years old,45882614,,60 or older,Meas Value,LOINC,Answer,S,LA16058-2,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sumrjstage,2067,999,sumrjstage_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sumrjcdur,2068,1,sumrjcdur_1,Yes,37116660,,Marijuana user,Condition,SNOMED,Clinical Finding,S,733460004,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sumrjcdur,2069,0,sumrjcdur_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,radio,sumrjcdur,2070,777,sumrjcdur_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,checkbox,sumrjtrt,2071,1,sumrjtrt_1,"Inhaled/Smoked (for example: joints, blunts, bongs, vaping, dabs, )",45877637,,"Inhalation, respiratory",Meas Value,LOINC,Answer,S,LA11273-2,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,checkbox,sumrjtrt,2072,2,sumrjtrt_2,"Oral/Edibles (for example: oils, tinctures, beverages, capsules, sprays)",45878097,,Oral,Meas Value,LOINC,Answer,S,LA9367-9,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,checkbox,sumrjtrt,2073,3,sumrjtrt_3,Topical (for example: sprays or oils),45877645,,Topical,Meas Value,LOINC,Answer,S,LA9456-0,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,checkbox,sumrjtrt,2074,777,sumrjtrt_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sumrjceddur,2076,999,sumrjceddur_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,substance_use_survey,dropdown,sumrjfr,2077,999,sumrjfr_999,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlvex,2145,0,dmlvex_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,S,LA15665-5,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlvex,2146,777,dmlvex_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlact,2150,777,dmlact_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlhex,2154,777,dmlhex_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlsugar,2158,777,dmlsugar_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlgrain,2162,777,dmlgrain_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlpor,2166,777,dmlpor_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfrveg,2169,0,dmlfrveg_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,S,LA15665-5,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfrveg,2170,777,dmlfrveg_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmledu,2173,0,dmledu_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,S,LA15665-5,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmledu,2174,777,dmledu_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfeet,2175,10,dmlfeet_10,Daily or weekly,45879676,,Daily or almost daily,Meas Value,LOINC,Answer,S,LA18934-2,skos:closeMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfeet,2176,5,dmlfeet_5,Monthly,45879060,,Monthly,Meas Value,LOINC,Answer,S,LA18876-5,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfeet,2177,0,dmlfeet_0,Rarely or none,45883771,,Rarely or never,Meas Value,LOINC,Answer,S,LA15665-5,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlfeet,2178,777,dmlfeet_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,diabetes_survey,radio,dmlmd,2182,777,dmlmd_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet1,2185,2,diet1_2,4 or more times,46238128,,4 or more times,Meas Value,LOINC,Answer,S,LA23713-3,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet1,2186,777,diet1_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet2,2188,1,diet2_1,3 - 4,45882611,,3-4,Meas Value,LOINC,Answer,S,LA14353-9,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet2,2190,777,diet2_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet3,2192,1,diet3_1,3 - 4,45882611,,3-4,Meas Value,LOINC,Answer,S,LA14353-9,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet3,2194,777,diet3_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet4,2196,1,diet4_1,1 - 2,45884526,,1-2,Meas Value,LOINC,Answer,S,LA14352-1,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet4,2197,2,diet4_2,3 or more,45878438,,3 or more,Meas Value,LOINC,Answer,S,LA19812-9,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet4,2198,777,diet4_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet5,2199,0,diet5_0,3 or more times,45882029,,3 or more times,Meas Value,LOINC,Answer,S,LA14665-6,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet5,2200,1,diet5_1,1 - 2 times,46237352,,1-2 times,Meas Value,LOINC,Answer,S,LA23695-2,skos:exactMatch,1,,,,
Yes,open-source,dietary_survey,radio,diet5,2202,777,diet5_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,S,LA28803-7,skos:exactMatch,1,,,,
