Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,NOTES,NOTES_Outdated,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoseyev_rw8,3289,D,mlcsoseyev_rw8_D,D (1.84),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoseyev_rw8,3290,V,mlcsoseyev_rw8_V,V (1.88),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoseyev_rw8,3291,O,mlcsoseyev_rw8_O,O (1.92),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Deleted,4/26/2024,Yes,Yes,open-source,No,,mesopic_mars,radio,mlcsoueye,3292,L,mlcsoueye_L,Left eye,45883829,,Left eye,Meas Value,LOINC,Answer,S,LA14704-3,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Deleted,4/26/2024,Yes,Yes,open-source,No,,mesopic_mars,radio,mlcsoueye,3293,R,mlcsoueye_R,Right eye,45876703,,Right eye,Meas Value,LOINC,Answer,S,LA14703-5,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Deleted,4/26/2024,Yes,Yes,open-source,No,,mesopic_mars,radio,mlcsoueye,3294,B,mlcsoueye_B,Binocular,45878882,,Both eyes,Meas Value,LOINC,Answer,S,LA15091-4,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw1,3295,C,mlcsoueyev_rw1_C,C (0.04),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw1,3296,H,mlcsoueyev_rw1_H,H (0.08),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw1,3297,V,mlcsoueyev_rw1_V,V (0.12),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw1,3298,O,mlcsoueyev_rw1_O,O (0.16),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw1,3299,S,mlcsoueyev_rw1_S,S (0.20),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw1,3300,N,mlcsoueyev_rw1_N,N (0.24),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw2,3301,D,mlcsoueyev_rw2_D,D (0.28),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw2,3302,S,mlcsoueyev_rw2_S,S  (0.32),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw2,3303,Z,mlcsoueyev_rw2_Z,Z (0.36),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw2,3304,N,mlcsoueyev_rw2_N,N (0.40),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw2,3305,R,mlcsoueyev_rw2_R,R (0.44),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw2,3306,K,mlcsoueyev_rw2_K,K (0.48),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw3,3307,N,mlcsoueyev_rw3_N,N (0.52),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw3,3308,D,mlcsoueyev_rw3_D,D (0.56),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw3,3309,R,mlcsoueyev_rw3_R,R (0.60),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw3,3310,H,mlcsoueyev_rw3_H,H (0.64),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw3,3311,V,mlcsoueyev_rw3_V,V (0.68),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw3,3312,Z,mlcsoueyev_rw3_Z,Z (0.72),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw4,3313,C,mlcsoueyev_rw4_C,C (0.76),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw4,3314,S,mlcsoueyev_rw4_S,S (0.80),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw4,3315,O,mlcsoueyev_rw4_O,O (0.84),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw4,3316,N,mlcsoueyev_rw4_N,N (0.88),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw4,3317,K,mlcsoueyev_rw4_K,K (0.92),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw4,3318,H,mlcsoueyev_rw4_H,H (0.96),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw5,3319,K,mlcsoueyev_rw5_K,K (1.00),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw5,3320,N,mlcsoueyev_rw5_N,N (1.04),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw5,3321,V,mlcsoueyev_rw5_V,V (1.08),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw5,3322,D,mlcsoueyev_rw5_D,D (1.12),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw5,3323,S,mlcsoueyev_rw5_S,S (1.16),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw5,3324,R,mlcsoueyev_rw5_R,R (1.20),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw6,3325,Z,mlcsoueyev_rw6_Z,Z (1.24),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw6,3326,R,mlcsoueyev_rw6_R,R (1.28),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw6,3327,D,mlcsoueyev_rw6_D,D (1.32),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw6,3328,K,mlcsoueyev_rw6_K,K (1.36),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw6,3329,H,mlcsoueyev_rw6_H,H (1.40),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw6,3330,O,mlcsoueyev_rw6_O,O (1.44),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw7,3331,H,mlcsoueyev_rw7_H,H (1.48),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw7,3332,Z,mlcsoueyev_rw7_Z,Z (1.52),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw7,3333,C,mlcsoueyev_rw7_C,C (1.56),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw7,3334,V,mlcsoueyev_rw7_V,V (1.60),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw7,3335,R,mlcsoueyev_rw7_R,R (1.64),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw7,3336,K,mlcsoueyev_rw7_K,K (1.68),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw8,3337,S,mlcsoueyev_rw8_S,S (1.72),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw8,3338,C,mlcsoueyev_rw8_C,C (1.76),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw8,3339,Z,mlcsoueyev_rw8_Z,Z (1.80),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw8,3340,D,mlcsoueyev_rw8_D,D (1.84),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw8,3341,V,mlcsoueyev_rw8_V,V (1.88),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/5/2024,No,No,locked (unavailable),No,,mesopic_mars,checkbox,mlcsoueyev_rw8,3342,O,mlcsoueyev_rw8_O,O (1.92),none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,uppdaeot2,3343,1,uppdaeot2_1,Yes,45877994,,Yes,Meas Value,LOINC,Answer,S,LA33-6,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,uppdaeot2,3344,0,uppdaeot2_0,No,45878245,,No,Meas Value,LOINC,Answer,S,LA32-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,radio,uppdaeot2,3345,999,uppdaeot2_999,Not an Adverse Event,2005200279,2005200279,Not an Adverse Event,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA7266-5,10/2,,,,,,,,AIREADI,disposition,,Observation,Not an Adverse Event,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,radio,eos_dsdecod,3346,1,eos_dsdecod_1,Did not meet Inclusion/Exclusion criteria,2005200280,2005200280,Did not meet Inclusion/Exclusion criteria,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA24349-5,10/2,,,,,,,,AIREADI,disposition,,Observation,Did not meet Inclusion/Exclusion criteria,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,eos_dsdecod,3347,2,eos_dsdecod_2,Lost to Follow-up,4163894,,Lost to follow-up,Observation,SNOMED,Clinical Finding,S,399307001,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,radio,eos_dsdecod,3348,3,eos_dsdecod_3,Withdrawal by Subject,2005200281,2005200281,Withdrawal by Subject,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA30915-5,10/2,,,,,,,,AIREADI,disposition,,Observation,Withdrawal by Subject,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,radio,eos_dsdecod,3349,4,eos_dsdecod_4,Geographic Inaccessibility,2005200282,2005200282,Geographic Inaccessibility,Observation,AIREADI,Context-dependent,S,,skos:exactMatch,1,,183928007,10/2,,,,,,,,AIREADI,disposition,,Observation,Geographic Inaccessibility,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,eos_dsdecod,3350,5,eos_dsdecod_5,Investigator deemed not appropriate for study,40480675,,Does not meet eligibility criteria for clinical trial,Observation,SNOMED,Clinical Finding,S,444734003,skos:closeMatch,0.75,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,radio,eos_dsdecod,3351,6,eos_dsdecod_6,Currently enrolled in a conflicting study,2005200283,2005200283,Currently enrolled in a conflicting study,Observation,AIREADI,Clinical Finding,S,,skos:exactMatch,1,,309032007,10/2,,,,,,,,AIREADI,disposition,,Observation,Currently enrolled in a conflicting study,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,eos_dsdecod,3352,7,eos_dsdecod_7,Death,45881348,,Death,Meas Value,LOINC,Answer,S,LA7424-0,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,eos_dsdecod,3353,8,eos_dsdecod_8,Adverse Event,45884383,,Adverse event,Meas Value,LOINC,Answer,S,LA7266-5,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,radio,eos_dsdecod,3354,9,eos_dsdecod_9,Protocol Deviation,2005200284,2005200284,Protocol Deviation,Observation,AIREADI,Clinical Finding,S,,skos:exactMatch,1,,309032007,10/2,,,,,,,,AIREADI,disposition,,Observation,Protocol Deviation,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,eos_dsdecod,3355,888,eos_dsdecod_888,Other {eos_dsterm},45878142,,Other,Meas Value,LOINC,Answer,S,LA46-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,checkbox,eos_dsdecodie,3356,1,eos_dsdecodie_1,Individual was under age 40,2005200285,2005200285,Individual was under age 40,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA31987-3,10/2,,,,,,,,AIREADI,disposition,,Observation,Individual was under age 40,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,checkbox,eos_dsdecodie,3357,2,eos_dsdecodie_2,Individual is pregnant,45884583,,Currently pregnant,Meas Value,LOINC,Answer,S,LA14670-6,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,checkbox,eos_dsdecodie,3358,3,eos_dsdecodie_3,Individual is not needed at this time for recruitment goals,2005200286,2005200286,Individual is not needed at this time for recruitment goals,Observation,AIREADI,Clinical Finding,S,,skos:exactMatch,1,,444734003,10/2,,,,,,,,AIREADI,disposition,,Observation,Individual is not needed at this time for recruitment goals,:skos:exactMatch:1:,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,checkbox,eos_dsdecodie,3359,4,eos_dsdecodie_4,Individual had Type 1 Diabetes,2005200287,2005200287,Individual had Type 1 Diabetes,Meas Value,AIREADI,Answer,S,,skos:exactMatch,1,,LA10551-2,10/2,,,,,,,,AIREADI,disposition,,Observation,Individual had Type 1 Diabetes,:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,checkbox,eos_dsdecodie,3360,888,eos_dsdecodie_888,Other,45878142,,Other,Meas Value,LOINC,Answer,S,LA46-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,eos_dsvst,3361,0,eos_dsvst_0,Signed Consent,3018196,,Informed consent obtained,Observation,LOINC,Clinical Observation,S,19826-7,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,eos_dsvst,3362,1,eos_dsvst_1,Pre-Visit,35626257,,Before appointment,Observation,SNOMED,Qualifier Value,S,769562006,skos:closeMatch,0.75,,,10/2,,,,,,,,,,,,,,,,,
Changed,4/25/2024,Yes,Yes,open-source,Yes,,disposition,radio,eos_dsvst,3363,2,eos_dsvst_2,In Person (Baseline),2005200288,2005200288,In Person (Baseline),Observation,AIREADI,Procedure,S,,skos:exactMatch,1,,453701000124103,10/2,,,,,,,,AIREADI,disposition,,Observation,In Person (Baseline),:skos:exactMatch:1:,,,,
Original,6/23/2023,Yes,Yes,open-source,No,,disposition,radio,eos_dsvst,3364,3,eos_dsvst_3,Devices Returned,none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,dm,3365,S,dm_S,Screening,36307891,,Screening,Meas Value,LOINC,Answer,S,LA21591-5,skos:exactMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,dm,3366,C,dm_C,Consent,3018196,,Informed consent obtained,Observation,LOINC,Clinical Observation,S,19826-7,skos:closeMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,No,Yes,open-source,No,,data_management,checkbox,dm,3367,P,dm_P,Participant Surveys,none - OPS,,,,,,,,,,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,dm,3368,I,dm_I,In-Person Visit,764337,,In-person encounter,Observation,SNOMED,Procedure,S,453701000124103,skos:closeMatch,0.75,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,dm,3369,D,dm_D,Device Information,36309707,,Device related,Meas Value,LOINC,Answer,S,LA28743-5,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3370,1,fairhub_1,MoCA,43054876,,Montreal Cognitive Assessment [MoCA],Observation,LOINC,Survey,S,72133-2,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3371,2,fairhub_2,Fundus - Eidon,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3372,3,fairhub_3,Fundus - Optomed Handheld Device,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3373,4,fairhub_4,Spectralis HRA OCT - OCT & OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3374,5,fairhub_5,Triton OCT,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3375,6,fairhub_6,Maestro2 - OCT & OCTA,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3376,7,fairhub_7,FLIO,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3377,8,fairhub_8,Angioplex - Cirrus 5000,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3378,9,fairhub_9,EKG - Pagewriter TC30 Cardiograph,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3379,10,fairhub_10,Device - Delve Health - Apple Watch,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3380,11,fairhub_11,Device - Continuous Glucose Monitor - Dexcom G6,45885156,,"Device or Medical/Surgical Supply, including Health Information Technology (HIT)",Meas Value,LOINC,Answer,S,LA20770-6,skos:relatedMatch,0.5,,,10/2,,,,,,,,,,,,,,,,,
Deleted,6/29/2023,Yes,Yes,open-source,No,,data_management,checkbox,fairhub,3381,12,fairhub_12,Device - Environmental Sensor,45762337,,Environmental sensor,Device,SNOMED,Physical Object,S,468916005,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1740,AL,dristate_AL ,Alabama,45878464,,Alabama,Meas Value,LOINC,Answer,S,LA3904-5,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1741,AK,dristate_AK,Alaska,45880671,,Alaska,Meas Value,LOINC,Answer,S,LA3903-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1742,AZ,dristate_AZ,Arizona,45878479,,Arizona,Meas Value,LOINC,Answer,S,LA3895-5,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1743,AR,dristate_AR,Arkansas,45878333,,Arkansas,Meas Value,LOINC,Answer,S,LA3894-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1744,CA,dristate_CA,California,45884249,,California,Meas Value,LOINC,Answer,S,LA3875-7,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1745,CO,dristate_CO,Colorado,45880672,,Colorado,Meas Value,LOINC,Answer,S,LA3862-5,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1746,CT,dristate_CT,Connecticut,45878329,,Connecticut,Meas Value,LOINC,Answer,S,LA3859-1,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1747,DE,dristate_DE,Delaware,45878330,,Delaware,Meas Value,LOINC,Answer,S,LA3851-8,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
Added,6/27/2023,No,No,locked (unavailable),No,,driving_record,dropdown,dristate,1748,FL,dristate_FL,Florida,45878466,,Florida,Meas Value,LOINC,Answer,S,LA3834-4,skos:exactMatch,1,,,10/2,,,,,,,,,,,,,,,,,
