concept_id,concept_name,domain_id,vocabulary_id,subvocabulary_id,concept_code,PREDICATE_ID,CONFIDENCE,predicate_label,provenance,,Origin,Date of Variable Modification,Map to OMOP?,transferred to fairhub (REDCap dataset),Protected or open-source?,Extension Needed,original sort order,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,CONFIDENCE,MODIFIER,NOTES,Dev Version,,"Choices, Calculations, OR Slider Labels",Field Note,PhenX Protocol,PhenX_Protocol_ID,PhenX_Variable,PhenX_Exact_or_Modified,Ext_Vocabulary_ID,Ext_Subvocabulary_ID,Ext_Vocabulary_Subcategory,Ext_Domain,Ext_Concept_Name ,Ext_Concept_Code ,REDCAP_ File Fieldname_Naming_Unit,SRC_CODE,SRC_CODE_DESCRITPION,UCUM_Concept_ID,MOCA_File_Fieldname,MOCA File Fieldname_Naming_Unit,MOCA_Example_Data,MOCA_Data_Type,MOCA_Value_Range,MOCA_Data_Description,Equivalent_NDA_MOCA_element_name (at https://nda.nih.gov/data_structure.html?short_name=moca01)
,4-5 servings or pieces of fruits and raw vegetables per day,Meas Value,AIREADI,diabetes_survey,LA13856-2,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,diabetes_survey,radio,dmlfrveg,2167,10,dmlfrveg_10,4-5 servings or pieces of fruits and raw vegetables per day,45882430,,4-5 times per day,Meas Value,LOINC,Answer,S,LA13856-2,0.75,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,4-5 servings or pieces of fruits and raw vegetables per day,#REF!,,,,,,,,,,,
,1-3 servings or pieces per day,Meas Value,AIREADI,diabetes_survey,LA25000-3,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,diabetes_survey,radio,dmlfrveg,2168,5,dmlfrveg_5,1-3 servings or pieces per day,21498536,,1-3 times per day,Meas Value,LOINC,Answer,S,LA25000-3,0.75,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,1-3 servings or pieces per day,#REF!,,,,,,,,,,,
,"Regularly; at least monthly (dietician, support groups, books, websites, apps)",Meas Value,AIREADI,diabetes_survey,LA18876-5,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,diabetes_survey,radio,dmledu,2171,10,dmledu_10,"Regularly; at least monthly (dietician, support groups, books, websites, apps)",45879060,,Monthly,Meas Value,LOINC,Answer,S,LA18876-5,0.75,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,"Regularly; at least monthly (dietician, support groups, books, websites, apps)",#REF!,,,,,,,,,,,
,Occasionally; every 2-3 months,Meas Value,AIREADI,diabetes_survey,LA6483-7,skos:broadMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,diabetes_survey,radio,dmledu,2172,5,dmledu_5,Occasionally; every 2-3 months,45879593,,Occasionally,Meas Value,LOINC,Answer,S,LA6483-7,1,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,Occasionally; every 2-3 months,#REF!,,,,,,,,,,,
,3 or more visits a year to the same doctor. Regular with medicines.,Meas Value,AIREADI,diabetes_survey,LA19812-9,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,diabetes_survey,radio,dmlmd,2179,10,dmlmd_10,3 or more visits a year to the same doctor. Regular with medicines.,45878438,,3 or more,Meas Value,LOINC,Answer,S,LA19812-9,0.75,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,3 or more visits a year to the same doctor. Regular with medicines.,#REF!,,,,,,,,,,,
,1-2 visits a year. Forgetting medicines frequently.,Meas Value,AIREADI,diabetes_survey,LA23695-2,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,diabetes_survey,radio,dmlmd,2180,5,dmlmd_5,1-2 visits a year. Forgetting medicines frequently.,46237352,,1-2 times,Meas Value,LOINC,Answer,S,LA23695-2,0.75,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,1-2 visits a year. Forgetting medicines frequently.,#REF!,,,,,,,,,,,
,Rarely or none. Not taking 1 or more recommended medicines ,Meas Value,AIREADI,diabetes_survey,LA15665-5,skos:broadMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,diabetes_survey,radio,dmlmd,2181,0,dmlmd_0,Rarely or none. Not taking 1 or more recommended medicines ,45883771,,Rarely or never,Meas Value,LOINC,Answer,S,LA15665-5,1,,,10/2,,,,,,,,AIREADI,diabetes_survey,,Observation,Rarely or none. Not taking 1 or more recommended medicines ,#REF!,,,,,,,,,,,
,Less than 1 time,Meas Value,AIREADI,dietary_survey,LA13829-9,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet1,2183,0,diet1_0,Less than 1 time,45882431,,1 time per week,Meas Value,LOINC,Answer,S,LA13829-9,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,Less than 1 time,#REF!,,,,,,,,,,,
,1 - 3 times,Meas Value,AIREADI,dietary_survey,LA23695-2,skos:relatedMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet1,2184,1,diet1_1,1 - 3 times,46237352,,1-2 times,Meas Value,LOINC,Answer,S,LA23695-2,1,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,1 - 3 times,#REF!,,,,,,,,,,,
,5 or more,Meas Value,AIREADI,dietary_survey,LA26057-2,skos:narrowMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet2,2187,0,diet2_0,5 or more,21499051,,5 or more times,Meas Value,LOINC,Answer,S,LA26057-2,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,5 or more,#REF!,,,,,,,,,,,
,2 or less,Meas Value,AIREADI,dietary_survey,LA14352-1,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet2,2189,2,diet2_2,2 or less,45884526,,1-2,Meas Value,LOINC,Answer,S,LA14352-1,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,2 or less,#REF!,,,,,,,,,,,
,5 or more,Meas Value,AIREADI,dietary_survey,LA26057-2,skos:narrowMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet3,2191,0,diet3_0,5 or more,21499051,,5 or more times,Meas Value,LOINC,Answer,S,LA26057-2,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,5 or more,#REF!,,,,,,,,,,,
,2 or less,Meas Value,AIREADI,dietary_survey,LA14352-1,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet3,2193,2,diet3_2,2 or less,45884526,,1-2,Meas Value,LOINC,Answer,S,LA14352-1,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,2 or less,#REF!,,,,,,,,,,,
,Less than 1,Meas Value,AIREADI,dietary_survey,LA13829-9,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet4,2195,0,diet4_0,Less than 1,45882431,,1 time per week,Meas Value,LOINC,Answer,S,LA13829-9,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,Less than 1,#REF!,,,,,,,,,,,
,Less than 1 time,Meas Value,AIREADI,dietary_survey,LA13829-9,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet5,2201,2,diet5_2,Less than 1 time,45882431,,1 time per week,Meas Value,LOINC,Answer,S,LA13829-9,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,Less than 1 time,#REF!,,,,,,,,,,,
,1 time or less,Meas Value,AIREADI,dietary_survey,LA13829-9,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet6,2203,0,diet6_0,1 time or less,45882431,,1 time per week,Meas Value,LOINC,Answer,S,LA13829-9,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,1 time or less,#REF!,,,,,,,,,,,
,1 time or less,Meas Value,AIREADI,dietary_survey,LA13829-9,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet7,2207,0,diet7_0,1 time or less,45882431,,1 time per week,Meas Value,LOINC,Answer,S,LA13829-9,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,1 time or less,#REF!,,,,,,,,,,,
,Less than 1,Meas Value,AIREADI,dietary_survey,LA13829-9,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,dietary_survey,radio,diet9,2215,0,diet9_0,Less than 1,45882431,,1 time per week,Meas Value,LOINC,Answer,S,LA13829-9,0.75,,,10/2,,,,,,,,AIREADI,dietary_survey,,Observation,Less than 1,#REF!,,,,,,,,,,,
,Within the past 2 years (1 year but less than 2 years ago),Meas Value,AIREADI,ophthalmic_survey,LA15790-1,skos:relatedMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,ophthalmic_survey,radio,via4,2239,3,via4_3,Within the past 2 years (1 year but less than 2 years ago),45876410,,More than 12 months ago but within the past 3 years,Meas Value,LOINC,Answer,S,LA15790-1,1,,,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Within the past 2 years (1 year but less than 2 years ago),#REF!,,,,,,,,,,,
,Cost/Insurance,Meas Value,AIREADI,ophthalmic_survey,LA21462-9,skos:broadMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,ophthalmic_survey,radio,via5,2242,1,via5_1,Cost/Insurance,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,1,,,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Cost/Insurance,#REF!,,,,,,,,,,,
,Do not have/know an eye doctor,Meas Value,AIREADI,ophthalmic_survey,LA14426-3,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,ophthalmic_survey,radio,via5,2243,2,via5_2,Do not have/know an eye doctor,45883792,,Do not,Meas Value,LOINC,Answer,S,LA14426-3,0.5,,,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Do not have/know an eye doctor,#REF!,,,,,,,,,,,
,"Cannot get to the office/clinic (too far away, no transportation)",Meas Value,AIREADI,ophthalmic_survey,LA28319-4,skos:broadMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,ophthalmic_survey,radio,via5,2244,3,via5_3,"Cannot get to the office/clinic (too far away, no transportation)",36309220,,Transportation limitations,Meas Value,LOINC,Answer,S,LA28319-4,0.5,,,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,"Cannot get to the office/clinic (too far away, no transportation)",#REF!,,,,,,,,,,,
,Could not get an appointment,Observation,AIREADI,ophthalmic_survey,98867-5,skos:relatedMatch,0,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,ophthalmic_survey,radio,via5,2245,4,via5_4,Could not get an appointment,1989310,,Missed scheduled appointment with healthcare provider in past Mo,Observation,LOINC,Clinical Observation,S,98867-5,0,,,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Could not get an appointment,#REF!,,,,,,,,,,,
,No reason to go (no problem),Meas Value,AIREADI,ophthalmic_survey,LA9619-3,skos:broadMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,ophthalmic_survey,radio,via5,2246,5,via5_5,No reason to go (no problem),45878810,,No apparent problem,Meas Value,LOINC,Answer,S,LA9619-3,0.75,,,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,No reason to go (no problem),#REF!,,,,,,,,,,,
,Have not thought of it,Meas Value,AIREADI,ophthalmic_survey,LA9619-3,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,ophthalmic_survey,radio,via5,2247,6,via5_6,Have not thought of it,45878810,,No apparent problem,Meas Value,LOINC,Answer,S,LA9619-3,0.5,,,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Have not thought of it,#REF!,,,,,,,,,,,
,Within the past 2 years (1 year but less than 2 years ago),Meas Value,AIREADI,ophthalmic_survey,LA15790-1,skos:relatedMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,ophthalmic_survey,radio,via6,2252,3,via6_3,Within the past 2 years (1 year but less than 2 years ago),45876410,,More than 12 months ago but within the past 3 years,Meas Value,LOINC,Answer,S,LA15790-1,1,,,10/2,,,,,,,,AIREADI,ophthalmic_survey,,Observation,Within the past 2 years (1 year but less than 2 years ago),#REF!,,,,,,,,,,,
,Will be leaving labor force voluntarily,Meas Value,AIREADI,px_sdoh_combined_survey,LA17956-6,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxji1,2296,5,pxji1_5,Will be leaving labor force voluntarily,45877709,,Unemployed,Meas Value,LOINC,Answer,S,LA17956-6,0.5,,,10/2,,,,Yes,280301,PX280301010000,Exact,AIREADI,px_sdoh_combined_survey,Job insecurity,Observation,Will be leaving labor force voluntarily,#REF!,,,,,,,,,,,
,Covered,Meas Value,AIREADI,px_sdoh_combined_survey,LA21462-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxhic1,2335,1,pxhic1_1,Covered,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,0.5,,,10/2,,,,Yes,11502,PX011502010100,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Covered,#REF!,,,,,,,,,,,
,Covered,Meas Value,AIREADI,px_sdoh_combined_survey,LA21462-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxhic2,2339,1,pxhic2_1,Covered,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,0.5,,,10/2,,,,Yes,11502,,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Covered,#REF!,,,,,,,,,,,
,Covered,Meas Value,AIREADI,px_sdoh_combined_survey,LA21462-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxhic3,2343,1,pxhic3_1,Covered,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,0.5,,,10/2,,,,Yes,11502,PX011502010300,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Covered,#REF!,,,,,,,,,,,
,Covered,Meas Value,AIREADI,px_sdoh_combined_survey,LA21462-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxhic4,2347,1,pxhic4_1,Covered,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,0.5,,,10/2,,,,Yes,11502,PX011502010400,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Covered,#REF!,,,,,,,,,,,
,Covered,Meas Value,AIREADI,px_sdoh_combined_survey,LA21462-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxhic5,2351,1,pxhic5_1,Covered,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,0.5,,,10/2,,,,Yes,11502,PX011502010500,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Covered,#REF!,,,,,,,,,,,
,Covered,Meas Value,AIREADI,px_sdoh_combined_survey,LA21462-9,skos:relatedMatch,0.5,,,,Original,4/2/2024,Yes,Yes,protected,Yes,,px_sdoh_combined_survey,radio,pxhic6,2355,1,pxhic6_1,Covered,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,0.5,,,10/2,,,,Yes,11502,PX011502010600,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Covered,#REF!,,,,,,,,,,,
,Covered,Meas Value,AIREADI,px_sdoh_combined_survey,LA21462-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxhic7,2359,1,pxhic7_1,Covered,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,0.5,,,10/2,,,,Yes,11502,PX011502010700,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,Covered,#REF!,,,,,,,,,,,
,I do NOT have health insurance,Meas Value,AIREADI,px_sdoh_combined_survey,LA10041-4,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxhic8,2363,0,pxhic8_0,I do NOT have health insurance,45881114,,Not Covered by Insurance,Meas Value,LOINC,Answer,S,LA10041-4,0.75,,,10/2,,,,Yes,11502,PX011502020100,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,I do NOT have health insurance,#REF!,,,,,,,,,,,
,I HAVE some kind of health insurance,Meas Value,AIREADI,px_sdoh_combined_survey,LA21462-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxhic8,2364,1,pxhic8_1,I HAVE some kind of health insurance,46237671,,Insurance,Meas Value,LOINC,Answer,S,LA21462-9,0.5,,,10/2,,,,Yes,11502,PX011502020100,Exact,AIREADI,px_sdoh_combined_survey,Health Insurance Coverage,Observation,I HAVE some kind of health insurance,#REF!,,,,,,,,,,,
,Within the last 10 years (5 years but less than 10 years ago),Meas Value,AIREADI,px_sdoh_combined_survey,LA14769-6,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxahc1,2371,5,pxahc1_5,Within the last 10 years (5 years but less than 10 years ago),45884538,,More than 5 years,Meas Value,LOINC,Answer,S,LA14769-6,0.75,,,10/2,,,,Yes,270101,PX270101010000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,Within the last 10 years (5 years but less than 10 years ago),#REF!,,,,,,,,,,,
,Within the last 10 years (5 years but less than 10 years ago),Meas Value,AIREADI,px_sdoh_combined_survey,LA14769-6,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxahc3,2384,5,pxahc3_5,Within the last 10 years (5 years but less than 10 years ago),45884538,,More than 5 years,Meas Value,LOINC,Answer,S,LA14769-6,0.75,,,10/2,,,,Yes,270101,PX270101030000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,Within the last 10 years (5 years but less than 10 years ago),#REF!,,,,,,,,,,,
,There is NO place,,AIREADI,px_sdoh_combined_survey,394777002,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxahc4,2389,0,pxahc4_0,There is NO place,,,Health encounter sites (environment),,SNOMED ,,,394777002,0.25,,,10/2,,,,Yes,270101,PX270101040000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,There is NO place,#REF!,,,,,,,,,,,
,There is MORE THAN ONE place,,AIREADI,px_sdoh_combined_survey,394777002,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxahc4,2390,2,pxahc4_2,There is MORE THAN ONE place,,,Health encounter sites (environment),,SNOMED ,,,394777002,0.25,,,10/2,,,,Yes,270101,PX270101040000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,There is MORE THAN ONE place,#REF!,,,,,,,,,,,
,A doctor's office or health center,Meas Value,AIREADI,px_sdoh_combined_survey,LA26177-8,skos:broadMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxahc5,2393,1,pxahc5_1,A doctor's office or health center,36309375,,Doctor's office,Meas Value,LOINC,Answer,S,LA26177-8,1,,,10/2,,,,Yes,270101,PX270101050000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,A doctor's office or health center,#REF!,,,,,,,,,,,
,"Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store",Meas Value,AIREADI,px_sdoh_combined_survey,LA24179-6,skos:broadMatch,1,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxahc5,2394,2,pxahc5_2,"Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store",1990187,,Urgent Care Center,Meas Value,LOINC,Answer,S,LA24179-6,1,,,10/2,,,,Yes,270101,PX270101050000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,"Walk-in clinic, urgent care center, or retail clinic in a pharmacy or grocery store",#REF!,,,,,,,,,,,
,A VA Medical Center or VA outpatient clinic,Meas Value,AIREADI,px_sdoh_combined_survey,LA26180-2,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxahc5,2396,4,pxahc5_4,A VA Medical Center or VA outpatient clinic,36309555,,Hospital outpatient clinic,Meas Value,LOINC,Answer,S,LA26180-2,0.75,,,10/2,,,,Yes,270101,PX270101050000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,A VA Medical Center or VA outpatient clinic,#REF!,,,,,,,,,,,
,Does not go to one place most often,,AIREADI,px_sdoh_combined_survey,394777002,skos:broadMatch,0.25,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,radio,pxahc5,2398,6,pxahc5_6,Does not go to one place most often,,,Health encounter sites (environment),,SNOMED ,,,394777002,0.25,,,10/2,,,,Yes,270101,PX270101050000,Exact,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,Does not go to one place most often,#REF!,,,,,,,,,,,
,1 - 10 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA14422-2,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc6,2402,1,pxahc6_1,1 - 10 times,45876834,,1-10,Meas Value,LOINC,Answer,S,LA14422-2,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,1 - 10 times,#REF!,,,,,,,,,,,
,11 - 19 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA23703-4,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc6,2403,2,pxahc6_2,11 - 19 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.75,,,10/2,,,,Yes,270101,PX270101060100,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,11 - 19 times,#REF!,,,,,,,,,,,
,20 - 29 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA23703-4,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc6,2404,3,pxahc6_3,20 - 29 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,20 - 29 times,#REF!,,,,,,,,,,,
,30 - 39 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA23703-4,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc6,2405,4,pxahc6_4,30 - 39 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,30 - 39 times,#REF!,,,,,,,,,,,
,40 - 49 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA23703-4,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc6,2406,5,pxahc6_5,40 - 49 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,40 - 49 times,#REF!,,,,,,,,,,,
,50 or more times,Meas Value,AIREADI,px_sdoh_combined_survey,LA15343-9,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc6,2407,6,pxahc6_6,50 or more times,45884714,,More than 50,Meas Value,LOINC,Answer,S,LA15343-9,0.5,,,10/2,,,,Yes,270101,PX270101060100,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,50 or more times,#REF!,,,,,,,,,,,
,1 - 10 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA14422-2,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc7,2411,1,pxahc7_1,1 - 10 times,45876834,,1-10,Meas Value,LOINC,Answer,S,LA14422-2,0.5,,,10/2,,,,Yes,270101,PX270101070200,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,1 - 10 times,#REF!,,,,,,,,,,,
,11 - 19 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA23703-4,skos:relatedMatch,0.75,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc7,2412,2,pxahc7_2,11 - 19 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.75,,,10/2,,,,Yes,270101,PX270101070200,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,11 - 19 times,#REF!,,,,,,,,,,,
,20 - 29 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA23703-4,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc7,2413,3,pxahc7_3,20 - 29 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101070200,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,20 - 29 times,#REF!,,,,,,,,,,,
,30 - 39 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA23703-4,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc7,2414,4,pxahc7_4,30 - 39 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101070200,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,30 - 39 times,#REF!,,,,,,,,,,,
,40 - 49 times,Meas Value,AIREADI,px_sdoh_combined_survey,LA23703-4,skos:relatedMatch,0.5,,,,Original,6/23/2023,Yes,Yes,open-source,Yes,,px_sdoh_combined_survey,dropdown,pxahc7,2415,5,pxahc7_5,40 - 49 times,46237301,,More than 10 times,Meas Value,LOINC,Answer,S,LA23703-4,0.5,,,10/2,,,,Yes,270101,PX270101070200,Modified,AIREADI,px_sdoh_combined_survey,Access to Health Services,Observation,40 - 49 times,#REF!,,,,,,,,,,,
