Origin,Date_of_Variable_Modification,Map_to_OMOP,transferred_to_fairhub_REDCap_dataset,Protected_or_open-source,Extension_Needed,FORM_NAME,FIELD_TYPE,FIELD_ID,FIELD_ID_NUM,temp_Question_or_Answer,SRC_CODE,SRC_CODE_ID,SRC_CD_DESCRIPTION,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_CONCEPT_CODE,TARGET_STANDARD_CONCEPT,PREDICATE_ID,CONFIDENCE,MODIFIER,value_as_concept_id,qualifier_concept_id,qualifier_source_value,NOTES,Choices_Calculations_OR_Slider_Labels
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd3,2620,Answer,6,pxrd3_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd3,2621,Answer,777,pxrd3_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd4,2622,Answer,1,pxrd4_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd4,2623,Answer,2,pxrd4_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd4,2624,Answer,3,pxrd4_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd4,2625,Answer,4,pxrd4_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd4,2626,Answer,5,pxrd4_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd4,2627,Answer,6,pxrd4_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd4,2628,Answer,777,pxrd4_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd5,2629,Answer,1,pxrd5_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd5,2630,Answer,2,pxrd5_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd5,2631,Answer,3,pxrd5_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd5,2632,Answer,4,pxrd5_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd5,2633,Answer,5,pxrd5_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd5,2634,Answer,6,pxrd5_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd5,2635,Answer,777,pxrd5_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd6,2636,Answer,1,pxrd6_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd6,2637,Answer,6,pxrd6_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd6,2638,Answer,777,pxrd6_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd7,2639,Answer,1,pxrd7_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd7,2640,Answer,2,pxrd7_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd7,2641,Answer,3,pxrd7_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd7,2642,Answer,4,pxrd7_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd7,2643,Answer,5,pxrd7_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd7,2644,Answer,6,pxrd7_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd7,2645,Answer,777,pxrd7_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd8,2646,Answer,1,pxrd8_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd8,2647,Answer,2,pxrd8_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd8,2648,Answer,3,pxrd8_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd8,2649,Answer,4,pxrd8_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd8,2650,Answer,5,pxrd8_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd8,2651,Answer,6,pxrd8_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd8,2652,Answer,777,pxrd8_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd9,2653,Answer,1,pxrd9_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd9,2654,Answer,6,pxrd9_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd9,2655,Answer,777,pxrd9_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd10,2656,Answer,1,pxrd10_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd10,2657,Answer,2,pxrd10_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd10,2658,Answer,3,pxrd10_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd10,2659,Answer,4,pxrd10_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd10,2660,Answer,5,pxrd10_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd10,2661,Answer,6,pxrd10_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd10,2662,Answer,777,pxrd10_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd11,2663,Answer,1,pxrd11_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd11,2664,Answer,2,pxrd11_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd11,2665,Answer,3,pxrd11_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd11,2666,Answer,4,pxrd11_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd11,2667,Answer,5,pxrd11_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd11,2668,Answer,6,pxrd11_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd11,2669,Answer,777,pxrd11_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd12,2670,Answer,1,pxrd12_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd12,2671,Answer,6,pxrd12_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd12,2672,Answer,777,pxrd12_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd13,2673,Answer,1,pxrd13_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd13,2674,Answer,2,pxrd13_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd13,2675,Answer,3,pxrd13_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd13,2676,Answer,4,pxrd13_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd13,2677,Answer,5,pxrd13_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd13,2678,Answer,6,pxrd13_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd13,2679,Answer,777,pxrd13_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd14,2680,Answer,1,pxrd14_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd14,2681,Answer,2,pxrd14_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd14,2682,Answer,3,pxrd14_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd14,2683,Answer,4,pxrd14_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd14,2684,Answer,5,pxrd14_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd14,2685,Answer,6,pxrd14_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd14,2686,Answer,777,pxrd14_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd15,2687,Answer,1,pxrd15_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd15,2688,Answer,6,pxrd15_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd15,2689,Answer,777,pxrd15_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd16,2690,Answer,1,pxrd16_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd16,2691,Answer,2,pxrd16_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd16,2692,Answer,3,pxrd16_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd16,2693,Answer,4,pxrd16_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd16,2694,Answer,5,pxrd16_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd16,2695,Answer,6,pxrd16_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd16,2696,Answer,777,pxrd16_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd17,2697,Answer,1,pxrd17_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd17,2698,Answer,2,pxrd17_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd17,2699,Answer,3,pxrd17_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd17,2700,Answer,4,pxrd17_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd17,2701,Answer,5,pxrd17_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd17,2702,Answer,6,pxrd17_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd17,2703,Answer,777,pxrd17_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd18,2704,Answer,1,pxrd18_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd18,2705,Answer,6,pxrd18_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd18,2706,Answer,777,pxrd18_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd19,2707,Answer,1,pxrd19_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd19,2708,Answer,2,pxrd19_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd19,2709,Answer,3,pxrd19_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd19,2710,Answer,4,pxrd19_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd19,2711,Answer,5,pxrd19_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd19,2712,Answer,6,pxrd19_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd19,2713,Answer,777,pxrd19_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd20,2714,Answer,1,pxrd20_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd20,2715,Answer,2,pxrd20_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd20,2716,Answer,3,pxrd20_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd20,2717,Answer,4,pxrd20_4,A lot,45883539,,A lot,Meas Value,LOINC,Answer,LA14468-5,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd20,2718,Answer,5,pxrd20_5,Most of the time,45879199,,Most of the time,Meas Value,LOINC,Answer,LA14734-0,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd20,2719,Answer,6,pxrd20_6,Almost all the time,45883838,,All the time,Meas Value,LOINC,Answer,LA14726-6,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd20,2720,Answer,777,pxrd20_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd21,2721,Answer,1,pxrd21_1,1 - Not at all stressful,36210226,,Not at all bothersome,Meas Value,LOINC,Answer,LA24969-0,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd21,2722,Answer,6,pxrd21_6,6 - Extremely stressful,36210124,,Extremely bothersome,Meas Value,LOINC,Answer,LA27766-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd21,2723,Answer,777,pxrd21_777,Prefer not to say,36311156,,Prefer not to say,Meas Value,LOINC,Answer,LA28803-7,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd22,2724,Answer,1,pxrd22_1,Never,45876662,,Never,Meas Value,LOINC,Answer,LA6270-8,S,skos:exactMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd22,2725,Answer,2,pxrd22_2,Once in a while,45879593,,Occasionally,Meas Value,LOINC,Answer,LA6483-7,S,skos:closeMatch,1,,,,,,
Original,6/23/2023,Yes,Yes,open-source,No,px_racial_ethnic_discrimination_survey,radio,pxrd22,2726,Answer,3,pxrd22_3,Sometimes,45882528,,Sometimes,Meas Value,LOINC,Answer,LA10082-8,S,skos:exactMatch,1,,,,,,
